Id,SalePrice
1461,98825.81389446981
1462,145638.37990969387
1463,169877.81861930236
1464,164201.745891308
1465,221405.77805485454
1466,189216.60298173752
1467,157625.12923848146
1468,176391.00466716776
1469,185604.31667599521
1470,80297.06732032327
1471,207669.75506141564
1472,122552.3029434683
1473,112056.43110318387
1474,154211.27983574843
1475,151515.22641884926
1476,354045.447085734
1477,239226.6093972041
1478,288777.9933249207
1479,279564.68131609325
1480,378481.58703244064
1481,286883.83260818437
1482,227481.06146701914
1483,189208.51163629314
1484,194709.15044879777
1485,210167.37157530553
1486,234401.00207493998
1487,323644.2376287988
1488,242669.26999743073
1489,199636.88032755352
1490,220501.16158595943
1491,229405.76904716017
1492,106656.17918125977
1493,156776.39949866236
1494,293566.6443615655
1495,285196.2538825831
1496,239434.92705425026
1497,230823.33517666528
1498,198421.8236451206
1499,198421.8236451206
1500,183268.23452217662
1501,201899.1036528148
1502,190321.44576223442
1503,252293.4091103765
1504,259747.56670051572
1505,218132.7431601436
1506,179389.9544217196
1507,245919.24816194066
1508,205147.34615141363
1509,166969.37500129413
1510,121506.87196655109
1511,141526.4960292008
1512,140272.74739523735
1513,175744.78437442082
1514,154988.43388248057
1515,226803.69309862689
1516,160961.59473815357
1517,132070.24695585956
1518,146618.0434034982
1519,217322.70537185497
1520,115499.0917034105
1521,119751.79009192574
1522,162581.67031473079
1523,111011.00012626665
1524,110166.34293051044
1525,103956.05322029772
1526,105036.10360468253
1527,87249.89166980056
1528,138550.5492621685
1529,117659.19247218015
1530,150093.5877452813
1531,145235.0966814607
1532,101525.93985543186
1533,129269.73410431699
1534,161945.33077602077
1535,148575.63472519568
1536,122384.41290386375
1537,41754.504893501056
1538,219139.48218553036
1539,266526.6928004144
1540,190630.0965671797
1541,155156.32392208514
1542,147158.0685956906
1543,234679.10601648057
1544,72399.19888450926
1545,132340.25955195577
1546,136660.46108949505
1547,136425.06790086644
1548,151511.15387478637
1549,108546.2673539332
1550,142027.8292698627
1551,128020.05801441649
1552,153200.46826629876
1553,183567.0583157664
1554,145300.86416457364
1555,172982.96347440872
1556,142539.04326456154
1557,132307.3758103993
1558,117962.08880983281
1559,147935.22264242277
1560,151748.2827293261
1561,144425.05889317207
1562,98555.80129837361
1563,96665.71312570017
1564,152597.0124691452
1565,135547.52696355377
1566,217525.21481892714
1567,71791.6705432928
1568,211222.62956357826
1569,111855.65732202286
1570,128425.07690856079
1571,99670.47109022601
1572,117456.683025108
1573,219212.79354452842
